sym,cls,prior,first,t0,pair,short,btc,pl60,pl120,pl180
IRYSUSDT,NEW,0,2025-11-26,2025-12-03,0.16968559473677816,0.20206512151206701,-0.032379526775288846,0.3121917682309218,-0.4572882363091271,0.3303540014540547
IWMUSDT,NEW,0,2026-06-08,2026-06-15,-0.003528664059237893,0.012203000811580687,-0.01573166487081858,0.22908785548833,,
JASMYUSDT,OLD_BN,170,2022-04-20,2022-04-27,0.21353079823507,0.45157547590733593,-0.23804467767226592,0.11571186102219932,0.07272719190645474,0.13502758619564664
JCTUSDT,NEW,0,2025-11-10,2025-11-17,-0.5215156925926724,-0.49826950999999997,-0.023246182592672374,0.16831827160681462,-0.4629738130686902,-0.506889288379344
JELLYJELLYUSDT,NEW,0,2025-03-26,2025-04-02,-0.391590357982284,-0.48809971999999996,0.09650936201771598,-0.002007492236644863,0.062082880117821954,-0.40321682587133234
JOEUSDT,OLD_BN,483,2023-03-29,2023-04-05,0.39568008323592396,0.377603253039583,0.01807683019634097,0.02013970037148481,0.18868451009635723,0.26393746492589515
JPMUSDT,NEW,0,2026-05-18,2026-05-25,-0.25505626548472393,-0.06520741880976605,-0.18984884667495786,-0.08062822319332702,,
JSTUSDT,OLD_BN,1731,2025-04-28,2025-05-05,0.11439761572490012,0.002705517000648118,0.11169209872425201,-0.03126788487769405,0.07376466485438576,-0.36142263190037627
JTOUSDT,NEW,0,2023-12-08,2023-12-15,0.30134125754087593,0.3246227783234742,-0.023281520782598243,-0.021518489638370886,0.032267985180196426,0.29477813189631186
JUPUSDT,NEW,0,2024-01-31,2024-02-07,0.18160569873970572,-0.3470318623642172,0.5286375611039229,0.25312715196719104,0.19563086007147062,0.14252981119135055
KAIAUSDT,OLD_BN,64,2024-12-04,2024-12-11,0.11471305766936771,0.16650686513302032,-0.051793807463652614,0.19913310132603318,-0.02389753330508454,-0.4752109867018933
KAITOUSDT,NEW,0,2025-02-20,2025-02-27,0.375044165689171,0.37611773391158543,-0.001073568222414471,-0.41016615160567027,-0.05401394412251907,-0.16185723483867429
KASUSDT,OLD_OTHER,416,2023-11-17,2023-11-24,0.32049296099136915,0.1605643161653363,0.1599286448260328,-0.0708988094920879,0.09617831760904103,-0.37091880933729215
KATUSDT,NEW,0,2026-03-02,2026-03-09,-0.420521392134716,-0.49939999999999996,0.07887860786528395,0.2871309270653736,0.1679223738174809,-0.002482904508102457
KAVAUSDT,OLD_BN,301,2020-07-28,2020-08-04,-0.4490939697018188,-0.49363692,0.044542950298181186,0.34172361824329833,0.5417147299386308,-0.27863071109130066
KDAUSDT,OLD_BN,932,2024-09-18,2024-09-25,0.18106056904289314,0.12684351993350865,0.054217049109384505,-0.4755668576226788,0.3120091830380412,0.14923192611759084
KEEPUSDT,NEW,0,2021-06-22,2021-06-29,0.2815286253005329,0.12087542215341315,0.16065320314711976,-0.4215954970032749,0.06673168125373144,-0.5262139045992641
KERNELUSDT,NEW,0,2025-04-14,2025-04-21,0.49537954724561395,0.24428207548990646,0.2510974717557075,-0.019656985890363715,-0.16169957865596232,-0.5380952358639045
KEYUSDT,OLD_BN,1392,2023-05-24,2023-05-31,0.3680900248737035,0.27556227493150687,0.09252774994219663,0.044245559804775875,0.053435035593761886,0.17960344081067076
KGENUSDT,NEW,0,2025-10-07,2025-10-14,-0.5596739940989645,-0.49794468999999997,-0.06172930409896454,-0.07213717386027121,-0.18585264959016345,-0.3014315871232669
KITEUSDT,NEW,0,2025-10-29,2025-11-05,-0.4793988558586774,-0.5016691999999999,0.022270344141322517,-0.21948070560259303,-0.17072541328323182,-0.4651401510123335
KLACUSDT,NEW,0,2026-06-22,2026-06-29,0.38417113511561995,0.3176581268190902,0.0665130082965297,0.12700613701166377,,
KLAYUSDT,OLD_BN,133,2021-10-12,2021-10-19,0.02570478946086254,0.0824147637185681,-0.056709974257705555,-0.15775516114456725,-0.06875181812442274,0.24006209030890124
KMNOUSDT,OLD_OTHER,234,2024-12-20,2024-12-27,0.4015304017846732,0.3163531773708346,0.08517722441383856,0.3381970880535184,-0.36160809857109044,0.17994891448083256
KNCUSDT,OLD_OTHER,955,2020-06-22,2020-06-29,-0.5622006498813366,-0.5534025,-0.00879814988133649,0.28181644537089595,0.4985949918369611,0.21994976379513043
KOMAUSDT,NEW,0,2024-12-10,2024-12-17,-0.6042781978200242,-0.49580865999999996,-0.10846953782002423,-0.5025079190205748,-0.34659100950378763,0.16091974481189988
KORUUSDT,NEW,0,2026-06-22,2026-06-29,1.067783055790264,1.0012700474937342,0.0665130082965297,0.02450549501107173,,
KOUSDT,NEW,0,2026-08-06,2026-08-13,0.20960908331154054,-0.02289210168563869,0.23250118499717923,,,
KSMUSDT,OLD_OTHER,312,2020-10-14,2020-10-21,0.1909011999402293,-0.29732350860752216,0.48822470854775146,0.03903639872340431,-0.42144953862876244,-0.046596168827248506
KSTRUSDT,NEW,0,2026-07-02,2026-07-09,0.1403494405105931,0.10417060672431691,0.03617883378627617,-0.014753285536571374,,
LABUSDT,NEW,0,2025-10-17,2025-10-24,-0.5051261509775872,-0.48703257,-0.01809358097758716,-0.4832004604792218,-0.504992866480678,-0.43318878668833777
LAUSDT,NEW,0,2025-06-05,2025-06-12,0.5454926885455365,0.4676859069535674,0.07780678159196903,0.0139854505622867,-0.15974694357784702,0.21051650287427212
LAYERUSDT,NEW,0,2025-02-11,2025-02-18,-0.6028363292100004,-0.5003634999999997,-0.10247282921000064,-0.3902031904961601,0.16841846400068755,0.13772515354317647
LDOUSDT,OLD_BN,144,2022-09-22,2022-09-29,0.01627436433240617,-0.03747896260061933,0.0537533269330255,0.14540891946090437,-0.4666540145809106,0.05271780229127088
LENDUSDT,OLD_BN,83,2020-07-23,2020-07-30,-0.42105596272674084,-0.47091169,0.049855727273259154,0.20476949101408462,,
LEVERUSDT,OLD_BN,272,2023-03-30,2023-04-06,0.13706612737915586,0.0953810863768115,0.041685041002344346,0.24484763821977967,-0.2069300907594826,-0.4364934923166162
LIGHTUSDT,NEW,0,2025-09-27,2025-10-04,-0.5822182774684612,-0.46862182999999996,-0.11359644746846125,-0.4520521198253631,0.2903951230984679,-0.41209470091447803
LINAUSDT,NEW,0,2021-03-19,2021-03-26,-0.3082870854607277,-0.44896897999999996,0.1406818945392723,0.33313134975469577,-0.2859545067824065,0.14087715638628218
LINEAUSDT,NEW,0,2025-09-01,2025-09-08,0.22782767439291896,0.1421438013205043,0.08568387307241464,0.024760447860940338,0.06466696257981895,0.06281908992059965
LISTAUSDT,NEW,0,2024-06-20,2024-06-27,0.42775849711070274,0.31967304459664186,0.10808545251406086,0.17383912300706905,0.30132960107160794,0.25518773489009855
LITEUSDT,NEW,0,2026-05-15,2026-05-22,-0.009520358094851383,0.1659830670577336,-0.175503425152585,-0.2095305414533056,,
LITUSDT,NEW,0,2021-02-18,2021-02-25,0.09100627873238346,0.014787167091998461,0.076219111640385,0.11678715028550118,0.05983323226698717,0.05782794233972577
LLYUSDT,NEW,0,2026-06-01,2026-06-08,-0.08421585097354346,-0.08065373955251008,-0.0035621114210333807,0.18717395245625765,,
LOKAUSDT,OLD_BN,997,2024-09-24,2024-10-01,0.28200816114082083,0.14692011695974086,0.13508804418108,-0.5017029818048654,0.1725104711187986,0.3228316214522988
LOOMUSDT,OLD_BN,224,2023-10-11,2023-10-18,0.6864132634131637,0.4216714246794593,0.26474183873370444,0.3355184082684079,0.264049318607008,0.1284330680788079
LPTUSDT,OLD_BN,194,2021-11-11,2021-11-18,0.1163799398621756,0.36336256422354246,-0.24698262436136686,0.2223465656713877,0.035439263760079644,0.2777666513077816
LQTYUSDT,OLD_OTHER,700,2023-03-10,2023-03-17,0.3564856174615251,0.15019448041544758,0.20629113704607752,0.11373801225175625,-0.4668537587971513,-0.43203019090885475
LRCUSDT,OLD_BN,140,2020-10-19,2020-10-26,0.0912024427611341,-0.36519515907570677,0.45639760183684086,-0.06569565345726147,0.37157164674075005,-0.1396240463307194
LRCXUSDT,NEW,0,2026-06-22,2026-06-29,0.3749954967238712,0.30848248842734155,0.0665130082965297,0.0991884690081633,,
LSKUSDT,OLD_BN,1454,2024-01-25,2024-02-01,0.32177135990059763,-0.1289401856637168,0.4507115455643144,0.06954197086629298,0.32993787322427826,0.06143682035519152
LUMIAUSDT,OLD_BN,78,2024-12-18,2024-12-25,0.4080815464220065,0.3634708447834777,0.04461070163852881,0.07999031324448877,-0.3862266458033625,-0.38700197523463825
LUNA2USDT,NEW,0,2022-09-10,2022-09-17,0.07332556191616478,0.10664286374999996,-0.033317301833835175,0.06802394470064758,-0.2639533151784608,0.3594577871995214
LUNAUSDT,OLD_BN,180,2021-01-28,2021-02-04,-0.45330965804637846,-0.47401930999999997,0.020709651953621497,0.06871093916272858,0.0640833818865165,-0.47669528768223185
LYNUSDT,NEW,0,2025-10-06,2025-10-13,0.338777889903405,0.44627423690165124,-0.10749634699824624,-0.529999490805555,-0.6207520557197318,-0.3620594482698341
MAGICUSDT,OLD_OTHER,393,2023-01-25,2023-02-01,-0.48690393247020897,-0.49800490999999997,0.011100977529790992,0.16811515171463112,0.21843384976789354,0.09515090977340465
MAGMAUSDT,NEW,0,2025-12-31,2026-01-07,0.09796335564418646,0.43195484457246486,-0.3339914889282784,-0.08074105148100941,-0.33933283590626573,-0.44929486935210955
MANAUSDT,OLD_BN,226,2021-03-15,2021-03-22,-0.40253881281932546,-0.40040497999999997,-0.0021338328193254777,0.14800384999323457,0.15597246442978382,0.27951567164391056
MANTAUSDT,NEW,0,2024-01-18,2024-01-25,0.3632432275438943,0.10677817728739952,0.2564650502564948,0.3156984544762742,0.19332725407416904,0.13309671519354793
MANTRAUSDT,NEW,0,2026-03-04,2026-03-11,0.3305886369214793,0.30510592599455055,0.025482710926928734,0.1129213934776536,0.19993643333265448,0.03280818793087274
MASKUSDT,OLD_BN,118,2021-08-27,2021-09-03,0.14250190747999214,0.18673764710450894,-0.04423573962451679,-0.5771621902298458,0.22623202580114188,-0.005772576832370979
MATICUSDT,OLD_BN,570,2020-10-22,2020-10-29,-0.04954762264145729,-0.4807497,0.4312020773585427,0.05906141344812088,-0.4106323674741602,-0.5327123388814181
MAVIAUSDT,NEW,0,2024-02-21,2024-02-28,0.425941330136872,0.2176338201062981,0.20830751003057393,0.12893923436136367,-0.5058710134562074,0.11421685071912262
MAVUSDT,NEW,0,2023-06-29,2023-07-06,0.24895748645466975,0.3008417982448589,-0.05188431179018914,-0.11485454138745373,-0.27224684352285056,-0.4903831002639188
MBLUSDT,OLD_BN,1382,2023-11-14,2023-11-21,0.33578550153999714,0.1805765418751047,0.15520895966489245,0.14199522910835216,0.12749892206489014,0.13739479245038227
MBOXUSDT,OLD_BN,1123,2024-08-28,2024-09-04,0.17181268657162568,0.11818239762781173,0.05363028894381397,-0.04325410234439453,0.3590639527826656,0.19336040811712268
MDTUSDT,OLD_BN,1124,2023-06-30,2023-07-07,0.1309260500451616,0.16484324173293327,-0.033917191687771665,-0.20951404933092885,-0.3810524569890124,0.13297048721558397
MEGAUSDT,NEW,0,2026-01-30,2026-02-06,-0.03489997535535824,-0.10365782775598757,0.06875785240062933,-0.3429186732674896,0.05677081628170172,0.2675324370540456
MELANIAUSDT,NEW,0,2025-01-20,2025-01-27,0.41324032072167083,0.5545823550898454,-0.14134203436817463,0.2881854860572269,0.25597676335185054,0.10371900828112723
MEMEFIUSDT,NEW,0,2025-04-25,2025-05-02,-0.4983780448098797,-0.50116246,0.002784415190120266,0.013784490902289129,-0.022135676129087498,-0.20757040333876506
MEMEUSDT,NEW,0,2023-11-03,2023-11-10,-0.5038493183908321,-0.49418995,-0.009659368390832193,0.18108965151802123,-0.4031888900028513,-0.08877718876838243
MERLUSDT,OLD_OTHER,405,2025-05-29,2025-06-05,0.04810548152000574,0.020255577779454782,0.02784990374055096,-0.06108336577653909,-0.37875734839142333,-0.6024583336385557
METAUSDT,NEW,0,2026-03-26,2026-04-02,0.08811684985653424,-0.06093226010304652,0.14904910995958076,-0.10179440087865833,0.2720114588051553,
METISUSDT,OLD_OTHER,1034,2024-03-12,2024-03-19,0.31675310824528224,0.4281067371013272,-0.11135362885604494,0.007093936263385808,0.20562790514035797,-0.2850538832879712
METUSDT,NEW,0,2025-10-11,2025-10-18,0.44900798074955245,0.5685795718841332,-0.11957159113458077,0.12719329959936485,0.26751162075710117,-0.40291781079182726
MEUSDT,NEW,0,2024-12-10,2024-12-17,0.1714764712756602,0.23258926580772488,-0.06111279453206466,-0.5306174790205745,0.03414246347194927,0.16858819311515622
MEWUSDT,OLD_OTHER,79,2024-06-17,2024-06-24,-0.4375615923246812,-0.49234678,0.05478518767531874,0.0759467565458977,0.12859287066520822,0.2250399155404143
MILKUSDT,NEW,0,2025-05-06,2025-05-13,0.4691329577571632,0.4175431645464541,0.051589793210709035,0.03950552460291492,0.14005759315204835,0.23143706261982797
MINAUSDT,OLD_BN,555,2023-02-07,2023-02-14,0.28458238256511786,0.17600585302114793,0.10857652954396993,0.22051318054422173,0.21046828614214713,0.037472429646068076
MINIMAXUSDT,NEW,0,2026-07-17,2026-07-24,-0.5067026756529008,-0.49137340999999995,-0.01532926565290084,,,
MIRAUSDT,NEW,0,2025-09-26,2025-10-03,0.43613014794597693,0.526863569150114,-0.09073342120413709,0.20112333642101063,0.10734832881527945,0.06343132760803993
MITOUSDT,NEW,0,2025-08-28,2025-09-04,-0.4868584049837497,-0.5156307099999999,0.028772305016250225,0.0015405823368398464,0.046494406756156,0.053691293894424084
MKRUSDT,NEW,0,2020-08-13,2020-08-20,0.15452857913219506,0.23672778738260206,-0.082199208250407,0.40162278465556583,0.5039547338369672,0.32869239793093696
MLNUSDT,OLD_BN,1369,2025-03-31,2025-04-07,0.3987725821329662,0.16638039567650045,0.2323921864564657,0.14140016934341254,-0.16296807990214113,-0.5080023326585362
MMTUSDT,NEW,0,2025-11-04,2025-11-11,0.3398506131753455,0.47648414427933794,-0.13663353110399248,0.10537216071744948,0.03559830819946233,-0.08149790224626298
MOCAUSDT,OLD_OTHER,158,2024-12-16,2024-12-23,-0.48214945116348956,-0.52447702,0.04232756883651039,0.1891933280840223,-0.27480854373009406,-0.3733625515417161
MONUSDT,NEW,0,2025-10-10,2025-10-17,0.16362570289423378,0.2848515041738857,-0.12122580127965195,0.05042785456954666,-0.17769030849892015,0.04659247916665729
MOODENGUSDT,NEW,0,2024-10-25,2024-11-01,-0.4069619957841867,-0.49096344,0.08400144421581328,0.5916313896702631,0.23676827721925264,-0.3992276198378778
MORPHOUSDT,NEW,0,2024-11-27,2024-12-04,-0.4896472267812388,-0.49772670999999996,0.008079483218761181,0.22639986259866485,0.26429417006982225,0.03049540049134669
MOVEUSDT,NEW,0,2024-12-09,2024-12-16,-0.5790236018067116,-0.5122597999999999,-0.0667638018067117,0.04658715804670266,0.3825874351803997,-0.25516893873117746
MOVRUSDT,OLD_BN,785,2023-12-26,2024-01-02,0.05390633106987689,0.10250992157360408,-0.048603590503727194,-0.040522604513520244,-0.08467558171786649,0.03784014841530866
MRVLUSDT,NEW,0,2026-05-15,2026-05-22,-0.6310188865338726,-0.48775299,-0.14326589653387267,-0.012048816496893381,,
MSFTUSDT,NEW,0,2026-04-20,2026-04-27,-0.0004995390546711914,0.03627815460796562,-0.036777693662636814,-0.015359728732788513,0.15357403583757515,
MSTRUSDT,NEW,0,2026-02-09,2026-02-16,-0.03814673890919594,-0.11103496540472124,0.0728882264955253,-0.3747871355926684,0.24891348580285141,-0.10631763222800075
MTLUSDT,OLD_BN,608,2021-03-31,2021-04-07,0.2332644636100733,0.30209562334138573,-0.06883115973131242,-0.5540756737667047,-0.36366165333400324,0.22169366355144624
MUBARAKUSDT,NEW,0,2025-03-17,2025-03-24,0.8782220522454383,0.796634532189688,0.08158752005575025,0.3115337105622422,0.1348567911626749,0.12214724147374657
MUSDT,NEW,0,2025-07-07,2025-07-14,0.2718356642240824,0.2719135785409367,-7.791431685427491e-05,-0.6807857841054576,0.27624250759626034,0.0032511801915668936
MUUSDT,NEW,0,2026-04-07,2026-04-14,-0.3862916560850656,-0.47433046,0.0880388039149344,-0.13660266948224967,0.14571963065512283,
MUUUSDT,NEW,0,2026-07-16,2026-07-23,0.30957945744374715,0.13098042130591825,0.1785990361378289,,,
MVLLUSDT,NEW,0,2026-06-29,2026-07-06,0.34785383755471505,0.3469755909707094,0.0008782465840056518,0.08194009004587331,,
MYROUSDT,OLD_OTHER,105,2024-03-05,2024-03-12,0.40225800660126726,0.4434158161081685,-0.041157809506901226,-0.39636019571384007,0.23541956300376915,-0.37952546759614125
MYXUSDT,NEW,0,2025-06-18,2025-06-25,-0.5851308431324026,-0.59509718,0.009966336867597363,-0.646784196906225,0.056507061691977056,-0.5001047509290187
NAORISUSDT,NEW,0,2025-07-31,2025-08-07,0.23223631579802032,0.27712052637770906,-0.04488421057968875,-0.3891716723872344,-0.5520825694255587,-0.707798439894746
NATGASUSDT,NEW,0,2026-04-01,2026-04-08,0.1851987566233529,0.07124038220825873,0.11395837441509417,-0.17549659254721042,0.16423878551832619,
NBISUSDT,NEW,0,2026-05-26,2026-06-02,-0.01042222592611125,0.15230100060106636,-0.1627232265271776,-0.4932399242364291,,
NEARUSDT,NEW,0,2020-10-15,2020-10-22,0.10572848189125056,-0.3433670016151884,0.44909548350643896,-0.31659577088394,-0.5126703277395979,0.13408479464552756
NEIROETHUSDT,NEW,0,2024-09-06,2024-09-13,0.3931204826631886,0.3104304859063626,0.08268999675682602,-0.38180180198518743,0.6968209536164359,0.3184906753097464
NEIROUSDT,NEW,0,2024-09-16,2024-09-23,-0.5062255721944351,-0.5009,-0.005325572194435024,0.38409589010144274,0.5417903762578308,0.3421572210093923
NEOUSDT,OLD_BN,838,2020-02-17,2020-02-24,0.2005384471140964,0.5266735233856893,-0.3261350762715929,-0.11572207073483931,-0.07391531381578814,-0.5009280838023894
NEWTUSDT,NEW,0,2025-06-19,2025-06-26,-0.6342652904657804,-0.7299495299999997,0.09568423953421934,0.15623242506688603,0.06753563211017856,0.07224258502835965
NFLXUSDT,NEW,0,2026-06-09,2026-06-16,0.06261328794208422,0.09178449250459289,-0.029171204562508667,0.11212542316945771,,
NFPUSDT,NEW,0,2023-12-27,2024-01-03,0.3326206075771308,0.3850702442942943,-0.0524496367171635,-0.16078360488125454,0.03342590304029867,0.14726944704644532
NIGHTUSDT,NEW,0,2025-12-10,2025-12-17,-0.5301383917597008,-0.53693375,0.006795358240299252,-0.04302289511453626,0.28718433747381505,-0.11539004155203769
NILUSDT,NEW,0,2025-03-24,2025-03-31,0.43557984646346454,0.2952327553288988,0.14034709113456573,0.39921340545382766,0.11355320553169121,0.13787529320932326
NKNUSDT,OLD_BN,556,2021-04-09,2021-04-16,0.021205235113028964,0.3122230393762375,-0.29101780426320856,0.29243456899074405,-0.42052749369974807,-0.31628289383052777
NMRUSDT,OLD_BN,1055,2023-06-22,2023-06-29,-0.2054019961268694,-0.17307190309620057,-0.03233009303066883,-0.5913381358863307,0.10921500518868657,-0.17353872813805604
NOKUSDT,NEW,0,2026-06-01,2026-06-08,0.17107522143610943,0.1746373328571428,-0.0035621114210333807,0.09868641337673648,,
NOMUSDT,NEW,0,2025-10-01,2025-10-08,0.4075487447003402,0.5759664989635317,-0.16841775426319153,0.22685545064688417,0.09942171792894461,-0.49125181544332963
NOTUSDT,NEW,0,2024-05-16,2024-05-23,-0.49752417145716776,-0.49832609,0.000801918542832216,0.2527074887686264,0.07453557671050591,0.08591285698748577
NOWUSDT,NEW,0,2026-06-03,2026-06-10,-0.005023418577487379,-0.02494366987213249,0.01992025129464511,-0.08641586966447617,,
NTRNUSDT,NEW,0,2023-11-14,2023-11-21,-0.3801793752123986,-0.49575868,0.11557930478760144,0.31352610030410855,0.32596657163982434,0.1889538196515025
NULSUSDT,OLD_BN,2248,2024-08-26,2024-09-02,0.28563979451218985,0.22752772857652934,0.05811206593566053,0.29760232951535187,0.2995135314870233,0.39898001819470813
NUUSDT,OLD_BN,142,2021-10-21,2021-10-28,0.06564053492719145,0.17001629822879816,-0.10437576330160671,0.006780631369864912,,
NVDAUSDT,NEW,0,2026-03-26,2026-04-02,-0.0026426786381360534,-0.15169178859771681,0.14904910995958076,-0.0982286792480279,0.13725811193352244,
NVOUSDT,NEW,0,2026-06-01,2026-06-08,-0.13813028533348198,-0.1345681739124486,-0.0035621114210333807,0.30624327458100176,,
NXPCUSDT,NEW,0,2025-05-15,2025-05-22,0.35797527462146145,0.420719670807197,-0.06274439618573557,0.05445798215530769,0.4571091951830084,-0.3383328811039924
OBOLUSDT,NEW,0,2025-05-07,2025-05-14,0.47561014528910056,0.4663012466943388,0.009308898594761745,-0.4101492432240873,-0.46076114567126725,0.369242937277501
OCEANUSDT,OLD_BN,94,2020-11-03,2020-11-10,0.5421141646375125,0.35507304859891303,0.18704111603859944,-0.2744250679479259,-0.4720658480997523,0.20632722251158447
OGNUSDT,OLD_BN,456,2021-04-01,2021-04-08,0.5025605788178944,0.5192492851846785,-0.01668870636678415,0.39685756237789904,-0.3461464739985412,0.34310597241588636
OGUSDT,OLD_BN,1623,2025-05-12,2025-05-19,0.2329103459275127,0.2556460312293007,-0.022735685301787975,-0.5219025813141666,0.22325202945302347,-0.055763224962315394
OLUSDT,OLD_OTHER,218,2025-06-25,2025-07-02,0.006573458864743226,-0.08023362433021808,0.0868070831949613,0.011228504687304647,-0.44068727255944967,-0.4054779426659731
OMGUSDT,OLD_BN,458,2020-07-02,2020-07-09,0.29102829569471644,0.08788799062472982,0.20314030506998662,0.18637494624994544,-0.09826164817017607,-0.1127658428962105
OMNIUSDT,NEW,0,2024-04-17,2024-04-24,0.3545191247941606,0.33637216203623815,0.018146962757922457,0.24358940792274625,0.03445754324504967,0.3967529951361172
OMUSDT,OLD_BN,1079,2024-02-13,2024-02-20,-0.17673341288585825,-0.47991658,0.3031831671141417,0.12786241952049748,-0.4173896899548038,0.017990395884541044
ONDOUSDT,NEW,0,2024-01-20,2024-01-27,-0.2186917774384783,-0.44973383,0.2310420525615217,-0.44160938118200993,-0.47675765793339,0.23445701062601543
ONDSUSDT,NEW,0,2026-06-03,2026-06-10,0.22732189397303193,0.20740164267838682,0.01992025129464511,0.2149369443292534,,
ONEUSDT,OLD_BN,656,2021-03-18,2021-03-25,0.49740585530808784,0.5686876331979644,-0.07128177788987661,0.27435504128299726,0.11270655110595612,0.06607038819536751
ONGUSDT,OLD_BN,1760,2023-11-27,2023-12-04,0.2139308643990671,0.10872615750483561,0.10520470689423152,0.17972579209180634,-0.5030359783426057,0.11549384838879401
ONTUSDT,OLD_BN,620,2020-02-11,2020-02-18,0.18422563623396015,0.6379427752911853,-0.4537171390572251,0.12989638038739554,-0.0870081857517348,0.04357827609071896
ONUSDT,NEW,0,2025-10-24,2025-10-31,0.10347051844523464,0.2708334766229417,-0.16736295817770708,0.05049366188540859,-0.06750896625712878,0.15776846032244757
OPENAIUSDT,NEW,0,2026-05-26,2026-06-02,-0.0557116146109678,0.10701161191620981,-0.1627232265271776,0.14237087840148135,,
OPENUSDT,NEW,0,2025-09-08,2025-09-15,0.3592524400639398,0.38390843550009984,-0.024655995436160018,-0.021422461928327974,-0.14883506605904512,-0.1945394507375702
OPGUSDT,NEW,0,2026-04-22,2026-04-29,0.3559622511862977,0.39445721172185433,-0.03849496053555663,0.3387499731659613,0.044545463398131174,
OPNUSDT,NEW,0,2026-02-21,2026-02-28,0.580514554881362,0.5785871991489362,0.0019273557324258675,-0.12092369756800278,0.17588203292003987,0.3020056781099013
OPUSDT,NEW,0,2022-06-01,2022-06-08,0.16763932659787362,0.47704587403794035,-0.30940654744006674,0.2088827191676853,-0.20447543739594073,-0.04918659415339026
ORBSUSDT,OLD_OTHER,927,2023-10-17,2023-10-24,0.2566539841126171,0.1368351766596329,0.11981880745298415,0.13228301007934617,0.01949136826409964,0.2239075199573226
ORCAUSDT,OLD_OTHER,1163,2024-12-06,2024-12-13,0.29481176979594914,0.35805208454021886,-0.06324031474426973,0.21077898265255338,-0.6626220546018787,0.28095908448851825
ORCLUSDT,NEW,0,2026-05-15,2026-05-22,-0.1388508375392699,0.036652587613315094,-0.175503425152585,-0.14966856403749126,,
ORDERUSDT,OLD_OTHER,396,2025-09-26,2025-10-03,0.2894420031454541,0.3801754243495912,-0.09073342120413709,0.13456775733546222,0.03770509790622151,0.08587049592251383
ORDIUSDT,OLD_OTHER,183,2023-11-07,2023-11-14,-0.41653923245353036,-0.49032359999999997,0.07378436754646961,0.24008473969126307,0.2452549021830506,-0.10365357742158905
OUSDT,NEW,0,2026-06-24,2026-07-01,-0.4131725339973791,-0.5180821999999999,0.10490966600262085,-0.13818006564095156,,
OXTUSDT,OLD_BN,1074,2023-08-11,2023-08-18,-0.5272832132242756,-0.5241582700000001,-0.0031249432242754682,0.1584567712819093,-0.4890008778560313,0.08762575494945363
PANWUSDT,NEW,0,2026-07-21,2026-07-28,0.10594681410118267,-0.12670062634757256,0.23264744044875524,,,
PARTIUSDT,NEW,0,2025-03-25,2025-04-01,0.2277687786038161,0.09046603552507514,0.137302743078741,0.12888541534790715,0.03143960053296334,0.418003636661234
PAXGUSDT,OLD_BN,1699,2025-03-27,2025-04-03,0.1526175638050794,-0.018465469051157556,0.17108303285623697,-0.03054452761801227,-0.022881012362939074,-0.1358793161716388
PAYPUSDT,NEW,0,2026-03-23,2026-03-30,0.3024057144975383,0.14545222388551604,0.15695349061202224,0.1653002357063107,0.06581525788086709,
PENDLEUSDT,OLD_OTHER,710,2023-07-28,2023-08-04,0.012388188164222921,0.13223438824122744,-0.11984620007700451,0.0023401145210983354,0.10180650267205464,-0.43490282588880885
PENGUSDT,NEW,0,2026-07-21,2026-07-28,0.18617625732387583,-0.04647118312487942,0.23264744044875524,,,
PENGUUSDT,NEW,0,2024-12-17,2024-12-24,-0.4242065081004839,-0.49639074,0.07218423189951613,0.2550218413520082,-0.38446509121640604,-0.48873389268221856
PEOPLEUSDT,NEW,0,2021-12-24,2021-12-31,0.07883472429039518,0.2749309032529733,-0.19609617896257814,-0.30216573482534126,0.28667010950786914,-0.05432744034189706
PERPUSDT,OLD_BN,735,2023-03-06,2023-03-13,0.40939268965869036,0.042863939912395004,0.36652874974629535,0.06759950244343463,0.01939351491168373,-0.5030957141895516
PHAROSUSDT,NEW,0,2026-05-14,2026-05-21,-0.12174618305296808,0.06274073962739832,-0.1844869226803664,0.06170411738730559,-0.02229327581261066,
PHAUSDT,OLD_BN,1308,2024-12-30,2025-01-06,0.5589699195077356,0.5730622924457406,-0.014092372938005082,0.2675174099902311,-0.13942944205211835,-0.12376360258799658
PHBUSDT,OLD_BN,107,2023-02-16,2023-02-23,0.3676210700317705,0.23902994379888268,0.12859112623288785,0.3138296733156576,0.009515436385944098,0.05524433767048549
PIEVERSEUSDT,NEW,0,2025-11-14,2025-11-21,-0.49297363300715674,-0.5105039,0.017530266992843272,-0.08826858718234587,0.24712278736246515,0.12149694045533335
PIPPINUSDT,OLD_OTHER,74,2025-01-24,2025-01-31,0.4195983473031848,0.6031469826950239,-0.1835486353918391,0.2088909797388785,0.3897337619342825,-0.5197440334502395
PIXELUSDT,NEW,0,2024-02-19,2024-02-26,-0.16139383129549156,-0.46269531999999997,0.3013014887045084,0.15610907151960352,0.25507322954807987,0.05883200566378229
PLAYUSDT,NEW,0,2025-07-31,2025-08-07,-0.4736689931626661,-0.49384879,0.02017979683733391,0.3671125322135279,-0.5245373677504319,-0.4864307792485444
PLTRUSDT,NEW,0,2026-02-09,2026-02-16,-0.08828959250143516,-0.16117781899696046,0.0728882264955253,0.05169124769123076,0.016155145675899686,0.11648493227458413
PLUMEUSDT,NEW,0,2025-03-21,2025-03-28,0.13739608726017727,0.056613867214484574,0.0807822200456927,0.4851229348922928,0.07794859659954917,0.3006380931935437
