T,p,q,sell_agg
1789135509975,79475.1,0.122,False
1789135510018,79475.0,31.877,True
1789135510055,79474.9,0.021,True
1789135510058,79471.3,0.002,True
1789135510060,79470.0,0.482,True
1789135510082,79469.8,0.003,True
1789135510083,79469.4,0.002,True
1789135510084,79468.9,0.001,True
1789135510086,79466.6,0.001,True
1789135510087,79466.4,0.903,True
1789135510089,79465.6,0.002,True
1789135510090,79465.2,0.001,True
1789135510100,79464.5,0.11,True
1789135510102,79464.4,0.002,False
1789135510103,79464.3,0.097,True
1789135510114,79464.2,0.001,True
1789135510123,79464.0,0.051,True
1789135510137,79463.9,0.001,True
1789135510158,79463.5,0.001,True
1789135510173,79463.6,0.28,False
1789135510224,79463.5,0.027,True
1789135510301,79463.6,0.004,False
1789135510311,79463.5,0.001,True
1789135510325,79463.6,0.052,False
1789135510369,79463.5,0.026,True
1789135510383,79463.6,0.002,False
1789135510405,79463.5,0.314,True
1789135510421,79463.6,0.005,False
1789135510423,79463.5,0.182,True
1789135510477,79463.6,0.071,False
1789135510549,79463.5,0.036,True
1789135510617,79463.6,3.232,False
1789135510618,79463.7,0.001,False
1789135510619,79465.0,0.001,False
1789135510620,79467.5,0.056,False
1789135510626,79467.4,0.001,True
1789135510750,79467.5,0.003,False
1789135510771,79467.4,1.187,True
1789135510772,79467.5,0.5,False
1789135510816,79467.4,0.459,True
1789135510829,79467.3,0.002,True
1789135510832,79464.1,0.002,True
1789135510835,79463.5,0.305,True
1789135510854,79463.5,0.004,False
1789135510857,79463.4,0.571,True
1789135510864,79463.3,0.001,True
1789135510865,79462.1,0.003,True
1789135510866,79461.9,0.2,True
1789135510869,79460.1,0.025,True
1789135510871,79460.0,0.029,True
1789135510874,79459.9,0.001,True
1789135510875,79459.2,1.291,True
1789135510877,79459.1,0.001,True
1789135510925,79459.0,0.106,True
1789135510930,79458.0,0.284,True
1789135511060,79458.0,0.015,True
1789135511137,79458.1,0.008,False
1789135511167,79458.2,0.003,False
1789135511168,79459.1,0.024,False
1789135511169,79459.8,0.114,False
1789135511207,79459.7,0.001,True
1789135511216,79459.8,0.046,False
1789135511228,79459.7,0.14,True
1789135511253,79459.8,0.015,False
1789135511256,79459.9,0.001,False
1789135511257,79463.1,1.949,False
1789135511268,79463.4,0.002,False
1789135511269,79463.5,0.001,False
1789135511272,79465.5,0.001,False
1789135511280,79467.4,0.001,False
1789135511281,79467.5,0.193,False
1789135511284,79475.6,0.002,True
1789135511288,79475.7,0.001,False
1789135511383,79475.6,0.077,True
1789135511465,79475.7,0.005,False
1789135511477,79475.6,2.176,True
1789135511590,79475.6,0.003,True
1789135511662,79475.7,0.002,False
1789135511663,79475.6,0.085,True
1789135511722,79475.7,0.061,False
1789135511725,79475.6,0.129,True
1789135511740,79475.7,0.215,False
1789135511748,79475.6,2.548,True
1789135511875,79475.6,0.001,True
1789135511888,79475.7,0.013,False
1789135511926,79475.6,0.038,True
1789135511973,79475.7,0.03,False
1789135511988,79475.6,0.297,True
1789135512052,79475.7,0.034,False
1789135512123,79475.6,0.948,True
1789135512208,79475.7,0.002,False
1789135512209,79475.6,0.128,True
1789135512392,79475.6,0.764,True
1789135512506,79475.7,0.112,False
1789135512589,79475.6,0.01,True
1789135512614,79475.7,0.227,False
1789135512637,79475.6,0.004,True
1789135512639,79475.7,0.385,False
1789135512642,79476.6,0.003,False
1789135512648,79476.8,0.126,False
1789135512650,79477.1,0.002,False
1789135512651,79478.2,0.012,False
1789135512653,79478.8,4.408,True
1789135512654,79478.9,0.03,False
1789135512656,79480.7,0.038,False
1789135512727,79480.6,0.013,True
1789135512734,79480.7,0.002,False
1789135512789,79480.6,0.395,True
1789135512825,79480.7,0.005,False
1789135512841,79480.6,0.011,True
1789135512855,79480.7,0.04,False
1789135512882,79482.1,0.031,False
1789135512905,79482.0,0.165,True
1789135512914,79482.1,0.062,False
1789135512934,79482.0,0.041,True
1789135512957,79482.1,0.26,False
1789135513017,79482.0,0.179,True
1789135513145,79482.0,0.022,True
1789135513230,79482.1,0.024,False
1789135513233,79482.0,0.178,True
1789135513349,79482.0,0.026,True
1789135513379,79482.1,0.001,False
1789135513441,79482.0,0.064,True
1789135513517,79482.1,0.006,False
1789135513640,79482.1,0.002,False
1789135513641,79482.0,0.102,True
1789135513716,79482.1,1.392,False
1789135513718,79483.4,0.002,False
1789135513721,79485.6,0.001,False
1789135513725,79489.0,0.001,False
1789135513729,79489.2,0.024,False
1789135513742,79493.0,0.066,True
1789135513782,79493.1,0.002,False
1789135513820,79493.0,0.083,True
1789135513930,79493.0,0.04,True
1789135513986,79493.1,0.003,False
1789135514017,79493.0,0.37,True
1789135514076,79492.9,0.023,True
1789135514077,79491.6,0.001,True
