t,close
2024-06-09 16:00:00,8.592
2024-06-10 00:00:00,8.217
2024-06-10 08:00:00,8.489
2024-06-10 16:00:00,8.272
2024-06-11 00:00:00,7.975
2024-06-11 08:00:00,7.854
2024-06-11 16:00:00,7.967
2024-06-12 00:00:00,8.032
2024-06-12 08:00:00,8.474
2024-06-12 16:00:00,8.244
2024-06-13 00:00:00,7.98
2024-06-13 08:00:00,7.832
2024-06-13 16:00:00,7.886
2024-06-14 00:00:00,8.074
2024-06-14 08:00:00,7.856
2024-06-14 16:00:00,7.685
2024-06-15 00:00:00,7.86
2024-06-15 08:00:00,7.91
2024-06-15 16:00:00,7.88
2024-06-16 00:00:00,7.841
2024-06-16 08:00:00,7.88
2024-06-16 16:00:00,7.897
2024-06-17 00:00:00,7.643
2024-06-17 08:00:00,7.441
2024-06-17 16:00:00,7.436
2024-06-18 00:00:00,6.959
2024-06-18 08:00:00,6.707
2024-06-18 16:00:00,6.82
2024-06-19 00:00:00,7.01
2024-06-19 08:00:00,6.832
2024-06-19 16:00:00,6.904
2024-06-20 00:00:00,7.125
2024-06-20 08:00:00,6.799
2024-06-20 16:00:00,6.905
2024-06-21 00:00:00,6.953
2024-06-21 08:00:00,6.977
2024-06-21 16:00:00,6.935
2024-06-22 00:00:00,6.831
2024-06-22 08:00:00,6.92
2024-06-22 16:00:00,6.854
2024-06-23 00:00:00,6.959
2024-06-23 08:00:00,6.78
2024-06-23 16:00:00,6.742
2024-06-24 00:00:00,6.585
2024-06-24 08:00:00,6.735
2024-06-24 16:00:00,6.946
2024-06-25 00:00:00,6.899
2024-06-25 08:00:00,7.049
2024-06-25 16:00:00,6.945
2024-06-26 00:00:00,6.868
2024-06-26 08:00:00,6.792
2024-06-26 16:00:00,6.843
2024-06-27 00:00:00,6.76
2024-06-27 08:00:00,7.023
2024-06-27 16:00:00,7.033
2024-06-28 00:00:00,7.029
2024-06-28 08:00:00,7.031
2024-06-28 16:00:00,6.854
2024-06-29 00:00:00,7.021
2024-06-29 08:00:00,6.983
2024-06-29 16:00:00,6.9
2024-06-30 00:00:00,6.92
2024-06-30 08:00:00,6.943
2024-06-30 16:00:00,7.073
2024-07-01 00:00:00,7.143
2024-07-01 08:00:00,7.078
2024-07-01 16:00:00,7.052
2024-07-02 00:00:00,6.964
